DataCollectionPeriod,StartDate,EndDate,Meter_WaterUse,CIWS-DL_WaterUse,PercentError_Vol,N_ExpectedValues,N_ActualValues,PercentError_Count,OutdoorWaterUse_Expected
1,2019-04-01 14:05:00,2019-04-02 15:17:00,112.5,107.25627599999999,-4.661088000000013,22680.0,22108,-2.5220458553791887,No
2,2019-04-02 15:17:00,2019-04-05 15:00:00,289.89999999990687,289.50231599999995,-0.13717971711177812,64545.0,64545,0.0,No
3,2019-04-08 14:20:00,2019-04-09 09:00:00,86.10000000009313,88.500536,2.788078977821449,16800.0,16800,0.0,No
4,2019-04-09 09:00:00,2019-04-10 15:57:00,114.19999999995343,117.84579999999998,3.192469352056073,27855.0,27805,-0.1795009872554299,No
5,2019-04-10 15:57:00,2019-04-11 09:51:00,73.0,72.16810399999999,-1.1395835616438557,16110.0,16110,0.0,No
6,2019-04-11 09:51:00,2019-04-17 11:56:00,573.8999999999069,573.0293519999999,-0.15170726605804244,131475.0,131432,-0.03270583761171325,No
7,2019-05-07 11:14:00,2019-05-08 10:57:00,110.0,110.11113199999998,0.10102909090907598,21345.0,21271,-0.346685406418365,Yes
8,2019-05-08 10:57:00,2019-05-10 11:08:00,138.0,141.58094,2.5948840579710133,43365.0,43329,-0.08301625735039779,Yes
9,2019-05-10 11:08:00,2019-05-13 12:05:00,2569.399999999907,2567.079876,-0.09029827975041513,65655.0,65655,0.0,Yes
10,2019-05-13 12:05:00,2019-05-14 12:42:00,503.5,503.68290799999994,0.03632730883812131,22155.0,22155,0.0,Yes
11,2019-05-14 12:42:00,2019-05-15 10:34:00,50.10000000009313,50.29194,0.3831137722684784,19680.0,19680,0.0,Yes
12,2019-05-15 10:34:00,2019-05-16 10:22:00,1085.6999999999534,1086.073532,0.03440471585580442,21420.0,21420,0.0,Yes
13,2019-05-16 10:22:00,2019-05-17 08:49:00,73.80000000004657,74.259452,0.6225636855733604,20205.0,20205,0.0,Yes
14,2019-05-17 08:49:00,2019-05-20 11:46:00,178.80000000004657,179.78953599999997,0.5534317673116029,67455.0,67436,-0.028166926098880735,Yes
15,2019-05-20 11:46:00,2019-05-21 10:24:00,9.599999999860302,9.494055999999999,-1.1035833318942143,20370.0,20370,0.0,Yes
16,2019-05-21 10:24:00,2019-05-22 11:44:00,9.0,9.261683999999999,2.907599999999988,22800.0,22800,0.0,Yes
17,2019-05-24 10:27:00,2019-05-28 14:23:00,559.6999999999534,570.174496,1.8714482758705402,89940.0,89924,-0.017789637536135203,Yes
18,2019-05-28 14:23:00,2019-05-29 11:29:00,46.89999999990687,47.403887999999995,1.0743880599021913,18990.0,18990,0.0,Yes
19,2019-05-29 11:29:00,2019-05-30 11:12:00,88.80000000004657,88.600124,-0.22508558563791378,21345.0,21345,0.0,Yes
20,2019-05-31 14:01:00,2019-06-03 14:38:00,706.1000000000931,706.643252,0.07693697775198377,65355.0,65315,-0.06120419248718537,Yes
21,2019-06-03 14:38:00,2019-06-04 09:09:00,669.6000000000931,669.8288879999999,0.0341827956849953,16665.0,16665,0.0,Yes
22,2019-06-04 09:09:00,2019-06-05 12:40:00,942.2999999998137,942.7000079999999,0.04245017512323625,24765.0,24765,0.0,Yes
23,2019-06-05 12:40:00,2019-06-06 09:43:00,483.10000000009313,483.2673679999999,0.03464458702271888,18945.0,18945,0.0,Yes
24,2019-06-06 09:43:00,2019-06-07 11:44:00,129.69999999995343,130.095124,0.30464456441534804,23415.0,23415,0.0,Yes
25,2019-06-07 11:44:00,2019-06-10 13:42:00,277.69999999995343,288.40684799999997,3.8555448325705184,66570.0,66561,-0.013519603424966201,Yes
26,2019-06-10 13:42:00,2019-06-17 14:37:00,1894.6000000000931,1885.4664079999998,-0.4820855061803499,152025.0,152025,0.0,Yes
27,2019-06-17 14:37:00,2019-06-28 10:03:00,201.69999999995343,193.13432799999998,-4.246738720850486,233490.0,233456,-0.014561651462589404,Yes
28,2019-06-28 10:03:00,2019-07-09 09:44:00,9863.600000000093,9866.249552,0.026861916540676375,237315.0,237316,0.00042138086509491607,Yes
29,2019-07-09 09:44:00,2019-07-17 10:44:00,11936.199999999953,11925.696195999999,-0.0879995643500822,173700.0,173613,-0.05008635578583765,Yes
30,2019-07-17 10:44:00,2019-07-26 09:59:00,10040.399999999907,10054.138911999999,0.13683630134349017,193725.0,193714,-0.005678152019615434,Yes
31,2019-07-26 09:59:00,2019-08-06 13:23:00,11760.200000000186,11761.973523999999,0.015080729917967344,240660.0,240690,0.012465719272001994,Yes
32,2019-08-06 13:23:00,2019-08-16 10:16:00,7397.799999999814,7382.6576159999995,-0.20468766389757237,213195.0,213135,-0.028143249138112995,Yes
33,2019-08-16 10:16:00,2019-08-30 11:28:00,13611.300000000047,13628.385427999998,0.12552385150537532,303480.0,303353,-0.04184789771978384,Yes
34,2019-08-30 11:28:00,2019-09-16 13:07:00,6083.800000000047,6081.009259999999,-0.04587165916117626,368685.0,368663,-0.005967153532148039,Yes
35,2019-09-30 11:02:00,2019-10-09 12:56:00,1142.1999999999534,1147.4197399999998,0.45699001926515487,196110.0,194302,-0.9219315690173882,Yes
